Symbol,1/31/2006,2/28/2006,3/31/2006,4/28/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/29/2006,10/31/2006,11/30/2006,12/29/2006,1/31/2007,2/28/2007,3/30/2007,4/30/2007,5/31/2007,6/29/2007,7/31/2007,8/31/2007,9/28/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/30/2008,6/30/2008,7/31/2008,8/29/2008,9/30/2008,10/31/2008,11/28/2008,12/31/2008,1/30/2009,2/27/2009,3/31/2009,4/30/2009,5/29/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/30/2009,11/30/2009,12/31/2009,1/29/2010,2/26/2010,3/31/2010,4/30/2010,5/28/2010,6/30/2010,7/30/2010,8/31/2010,9/30/2010,10/29/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/29/2011,5/31/2011,6/30/2011,7/29/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/30/2011,1/31/2012,2/29/2012,3/30/2012,4/30/2012,5/31/2012,6/29/2012,7/31/2012,8/31/2012,9/28/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/28/2013,4/30/2013,5/31/2013,6/28/2013,7/31/2013,8/30/2013,9/30/2013,10/31/2013,11/29/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/30/2014,6/30/2014,7/31/2014,8/29/2014,9/30/2014,10/31/2014,11/28/2014,12/31/2014,1/30/2015,2/27/2015,3/31/2015,4/30/2015,5/29/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/30/2015,11/30/2015,12/31/2015,1/29/2016,2/29/2016,3/31/2016,4/29/2016,5/31/2016,6/30/2016,7/29/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/30/2016,1/31/2017,2/28/2017,3/31/2017,4/28/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/29/2017,10/31/2017,11/30/2017,12/29/2017,1/31/2018,2/28/2018,3/29/2018,4/30/2018,5/31/2018,6/29/2018,7/31/2018,8/31/2018,9/28/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/29/2019,4/30/2019,5/31/2019,6/28/2019,7/31/2019,8/30/2019,9/30/2019,10/31/2019,11/29/2019,12/31/2019,1/31/2020,2/28/2020,3/31/2020,4/30/2020,5/29/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/30/2020,11/30/2020,12/31/2020
KMB,31.2825,32.4107,31.9183,32.3214,33.5031,34.352,33.9902,35.3542,36.6692,37.32,37.292,38.3996,39.219,38.4278,39.0106,40.5371,40.4175,38.386,38.6041,39.419,40.633,40.9973,40.3727,40.406,38.2441,37.9819,37.9532,37.6239,37.5122,35.4717,34.3146,36.5991,38.8329,36.7068,34.6107,31.9127,31.1442,28.506,28.2641,30.1214,31.807,32.5019,36.2338,37.4798,36.9386,38.304,41.3164,40.2594,37.5296,38.3826,40.1719,39.1369,38.7792,39.1528,41.4066,41.5874,42.4267,41.3114,40.3657,41.5539,42.6679,43.4391,43.4912,44.0176,45.5101,44.825,44.0168,46.576,48.3107,47.4262,48.6236,50.5416,49.1674,50.0744,51.2942,54.4736,55.0845,58.6892,60.8891,58.5701,60.6359,58.9888,60.5934,60.2021,63.8244,67.2256,70.4618,74.2085,69.6348,70.4489,71.6528,67.7946,68.9297,79.0109,79.8595,77.0151,80.6351,81.3577,81.9124,83.3984,83.4726,83.2564,77.7544,80.846,81.153,86.2076,91.7273,91.5669,85.5597,86.9069,85.5753,87.6366,86.9735,85.3545,92.6037,85.8056,88.5648,97.2313,96.7764,104.1557,105.0721,106.6103,110.8244,103.1456,104.6698,114.0744,107.4945,106.2582,105.4228,95.6193,96.6222,96.1443,102.0502,111.6713,111.709,110.1135,110.0966,110.3867,105.2996,105.4107,101.4302,96.9741,103.223,104.8411,101.6609,96.378,96.5456,90.7685,88.4103,93.2534,100.7958,102.283,101.4679,93.1283,103.0126,102.6368,100.3308,105.2401,112.6068,116.6785,116.2332,122.0659,124.2365,129.2371,131.0587,122.5982,125.7905,127.8644,133.1537,121.9522,119.7535,129.69,132.4621,133.4063,143.4956,148.8941,140.3411,126.0181,132.405,129.142
KO,12.6047,12.7844,12.847,12.8746,13.5098,13.2952,13.7526,13.8484,13.9042,14.5391,14.6702,15.115,14.9991,14.6232,15.1453,16.4674,16.7198,16.6145,16.551,17.0814,18.3645,19.7354,19.9512,19.7166,18.9552,18.7817,19.6815,19.0349,18.5143,16.9189,16.7626,16.9481,17.3326,14.4416,15.4913,14.9625,14.1197,13.5016,14.6767,14.3762,16.4165,16.1611,16.7841,16.4238,18.2279,18.0955,19.5552,19.4868,18.5467,18.0236,18.9574,18.4232,17.7166,17.4225,19.1571,19.4257,20.4968,21.4775,22.279,23.196,22.1662,22.5435,23.5667,23.9646,23.7337,24.0767,24.3343,25.2074,24.3377,24.6115,24.3908,25.3849,24.4997,25.345,27.0455,27.8897,27.3086,28.7681,29.7284,27.5208,28.1004,27.5448,28.2837,27.0381,27.7765,28.8804,30.3822,31.8021,30.0441,30.3432,30.3205,28.8831,28.8649,30.1527,30.8385,31.6979,29.02,29.3115,29.8997,31.547,31.6398,33.0085,30.6162,32.5098,33.4839,32.8717,35.4295,33.3668,32.537,34.2203,32.3077,32.3156,32.6343,31.5132,32.9993,31.5855,32.507,34.3139,34.7967,35.0743,35.0417,35.2131,38.168,36.8598,36.6953,37.5852,36.1756,36.0098,35.3799,35.4468,34.0199,34.9558,35.0485,35.3773,36.097,36.7009,38.6742,38.4603,39.3092,39.0606,38.9072,39.7457,39.884,39.9798,41.4699,37.6619,38.182,37.9886,37.804,38.9052,41.3622,39.5349,41.3206,42.8324,45.4458,42.6956,43.3989,40.8832,42.6236,44.6247,44.6884,46.6789,48.2465,50.4557,50.2736,50.2644,49.6826,51.4968,54.3345,49.7663,41.5178,43.0565,43.7978,42.2982,44.7217,46.8896,47.116,45.8659,49.6355,52.7522
KR,7.0326,7.6594,7.7817,7.7435,7.7114,8.3824,8.7927,9.1563,8.8987,8.6487,8.2769,8.8979,9.8737,9.914,10.9232,11.4104,11.7541,10.9051,10.0638,10.3346,11.0888,11.4271,11.2084,10.4131,9.9219,9.4808,9.9304,10.6537,10.8426,11.3251,11.0937,10.8677,10.8127,10.8048,10.92,10.4266,8.8829,8.1945,8.4126,8.5712,9.0769,8.7783,8.5116,8.6316,8.2517,9.2472,9.1285,8.2414,8.6027,8.9113,8.7339,8.9637,8.1518,7.9736,8.577,8.0244,8.8094,8.9477,9.6225,9.1362,8.744,9.4004,9.8396,9.9792,10.2312,10.223,10.2519,9.757,9.0943,9.5996,9.6477,10.0806,9.8891,9.95,10.134,9.7325,9.2516,9.7476,9.3189,9.4131,9.9454,10.6552,11.1533,11.0598,11.7739,12.4811,14.1604,14.6902,14.4504,14.8238,16.8538,15.7681,17.3794,18.4564,18.0573,17.0971,15.6136,18.2205,18.9634,20.0017,20.8137,21.5505,21.3543,22.3,22.7462,24.3691,26.2586,28.1762,30.3001,31.3021,33.7262,30.3166,32.1112,31.9833,34.6166,30.5196,31.9085,33.4389,33.4089,37.1082,34.4291,35.5058,34.029,31.4846,31.91,32.8291,30.509,28.6519,26.583,27.7473,29.0352,31.0218,30.5274,28.689,26.605,26.7494,26.9726,21.1216,22.2085,19.9137,18.2656,18.8484,23.6805,25.1364,27.8012,24.9436,22.0188,23.1684,22.4906,26.2991,26.8075,29.2524,27.0329,27.6365,27.671,25.6558,26.4302,27.4954,23.0612,24.1674,21.5018,20.4649,19.9464,22.4834,24.4773,23.3949,26.1128,27.6887,25.6544,27.0175,28.9288,30.3599,31.4828,32.67,33.5772,34.6154,32.8982,31.2489,32.1953,30.9855
L,29.5034,27.6259,30.3029,31.7851,30.5811,31.9041,33.353,34.6873,34.1645,35.0839,36.0412,37.4406,39.2372,39.2406,41.0761,42.7849,46.1958,46.1505,42.9097,42.6144,43.8291,44.4999,43.3796,45.6943,42.2178,38.0339,36.5613,38.2793,45.1198,42.6895,40.5595,39.5875,35.9961,30.2626,25.0237,25.8094,22.292,18.1903,20.2522,22.8089,24.8472,25.1687,27.5753,31.4265,31.5185,30.4602,32.6518,33.5091,32.9744,33.6678,34.425,34.388,30.0772,30.8173,34.37,32.5682,35.1262,36.5975,34.7298,36.1223,37.1806,40.2098,40.0611,41.1489,39.1247,39.1898,37.1228,35.0869,32.2236,37.0268,35.9048,35.1761,34.8584,36.6263,37.3094,38.4885,36.451,38.3443,37.1071,38.1596,38.7322,39.6897,38.4342,38.312,40.7753,40.5308,41.491,42.0559,43.197,41.8583,42.9424,41.973,44.1255,45.6077,44.7598,45.6011,42.1508,41.1605,41.7,41.6243,40.8881,41.7224,39.9401,41.5258,39.5511,41.3929,39.5901,39.9514,36.3765,39.0502,38.8788,39.6501,38.262,36.7265,36.3451,34.8214,34.5253,34.831,36.257,36.745,35.4149,34.8427,36.6735,38.0346,38.8611,39.4467,39.6771,40.2461,39.5634,41.371,42.989,45.0879,44.8472,45.2924,45.0899,44.9453,45.5265,45.1887,46.9939,45.0265,46.2639,47.8588,49.1864,48.9419,50.5266,48.3172,48.709,51.3829,47.929,47.3503,49.8022,49.4026,49.324,45.7202,47.2552,44.7577,47.0979,46.8841,47.1893,50.4974,50.6279,53.8907,52.7768,47.4472,50.813,48.3651,50.3026,51.874,50.8462,45.1504,34.4639,34.2957,32.9529,33.9938,36.0955,35.6113,34.509,34.4395,41.6773,44.7701
LEN,52.672,50.5314,50.9703,46.3697,40.5652,37.5679,37.8727,38.1006,38.449,40.2079,44.7619,44.7278,46.2284,42.0617,36.0932,36.5208,39.1771,31.376,26.3126,24.3893,19.5408,19.7133,13.7677,15.5495,17.8528,16.3096,16.4849,16.1431,14.9153,10.9037,10.8234,11.7626,13.5874,6.9542,6.3881,7.7897,6.9452,6.033,6.7826,8.7966,8.6252,8.7885,10.7818,13.796,12.9764,11.5074,11.5714,11.6627,14.0661,15.0276,15.7602,18.2419,15.8733,12.7628,13.5911,12.1004,14.1524,13.3855,14.0128,17.2969,17.8963,18.6358,16.75,17.5909,17.5817,16.8128,16.422,13.6463,12.5695,15.3966,17.1373,18.2916,20.0395,21.8019,25.3454,25.9095,25.4892,28.8703,27.3172,30.3285,32.5169,35.0811,35.6148,36.2046,38.9291,36.1645,38.8728,38.669,36.8866,33.8096,31.8123,29.8775,33.2494,33.4297,33.6272,37.2005,37.804,41.3057,37.2957,36.3643,38.5411,39.5588,34.1738,36.9564,36.6263,40.676,44.6038,42.3094,42.4416,47.4503,48.9623,43.3186,44.1036,48.2747,50.2057,48.1801,45.5581,47.431,48.5109,46.3321,39.966,39.7669,45.8542,42.9987,43.2454,43.7484,44.4505,44.9254,40.2144,39.6346,40.4427,40.8135,42.4849,46.4241,48.7077,48.0893,48.8606,50.7746,49.9738,49.3258,50.3169,53.0896,60.8879,61.334,60.807,54.9068,57.197,51.3643,50.2475,50.9856,50.7998,50.2167,45.3768,41.8105,41.5673,38.0847,46.1708,46.7161,47.7968,50.698,48.3887,47.2194,46.3905,49.7354,54.4652,58.1603,58.209,54.4423,64.8773,58.9918,37.3465,49.1043,59.2939,60.4315,71.0948,73.522,80.263,69.2153,74.764,75.1287
LH,58.65,58.11,58.48,57.1,59.36,62.23,64.42,68.42,65.57,68.49,70.8,73.47,73.44,79.68,72.63,78.94,78.74,78.26,73.85,77.66,78.23,68.75,72.67,75.53,73.77,77.31,73.68,75.62,73.79,69.63,67.58,73.15,69.5,61.49,63.36,64.41,59.2,55.01,58.49,64.15,60.96,67.79,67.19,69.79,65.7,68.89,72.96,74.84,71.1,73.31,75.71,78.57,75.61,75.35,72.98,72.62,78.43,81.32,82.03,87.92,89.91,90.13,92.13,96.47,100.83,96.79,90.76,83.53,79.05,83.85,85.72,85.97,91.39,89.89,91.54,87.89,83.28,92.61,84.09,87.95,92.47,84.73,84.59,86.62,89.5,88.6,90.2,93.36,99.49,100.1,96.74,95.72,99.14,100.9,101.85,91.37,89.83,93.54,98.21,98.7,102.58,102.4,103.69,107.23,101.75,109.29,104.64,107.9,114.78,123.03,126.09,119.56,117.95,121.22,127.29,117.81,108.47,122.74,121.54,123.64,112.35,109.84,117.13,125.32,127.95,130.27,139.56,136.93,137.48,125.34,125.85,128.38,134.21,142.26,143.47,140.15,139,154.14,158.91,156.87,150.97,153.71,158.27,159.51,174.5,172.7,161.75,170.75,180.59,179.53,175.34,172.87,173.68,160.55,145.64,126.36,139.35,148.24,152.98,159.92,162.61,172.9,167.52,167.56,168,164.77,172.29,169.17,175.4,175.69,126.39,164.45,175.32,166.11,192.92,175.75,188.27,199.77,199.84,203.55
LIN,37.892651,38.82774,39.669327,40.559612,38.081085,39.02047,39.807259,41.67276,42.943054,43.923912,45.491329,43.253197,46.155918,45.153164,46.082737,47.48172,50.085678,52.954449,56.605068,55.895821,61.879913,63.40218,63.327969,65.797928,60.068455,59.755829,62.695984,68.286697,71.091156,70.477951,70.373047,67.452415,53.862823,49.122257,44.522934,44.756668,47.264431,43.081543,51.082928,57.05286,55.974644,54.345886,60.095917,58.896751,62.793972,61.38979,63.391335,62.06213,58.488792,58.34901,64.452576,65.43306,60.613659,59.356091,68.208755,67.588089,70.911324,72.1325,72.693192,75.394005,73.826805,78.857567,80.619141,84.876938,84.414307,86.448151,83.062325,78.934837,74.919571,81.90052,82.166328,86.113541,85.977592,88.244392,92.810463,94.140579,86.443344,88.46936,84.874428,86.297729,84.972572,87.339371,88.161682,90.0037,91.234917,93.450294,92.202095,94.988365,95.013321,95.703079,100.382912,98.069,100.416298,104.710167,106.01162,109.176994,105.226738,109.993675,110.499901,110.694801,112.127777,112.63652,109.182213,112.087715,109.91497,107.880592,109.927078,110.937469,103.781937,110.073051,103.911057,105.519806,106.324654,103.460129,99.357971,92.054543,88.668335,97.379272,98.87825,89.761803,88.229645,89.808929,100.978798,104.386292,97.632225,99.8806,104.276054,109.197296,108.114616,105.38163,108.298401,105.49868,107.296921,107.541512,107.441856,113.977295,120.643715,120.880875,119.389442,120.65522,128.176712,134.834564,142.032135,142.733429,149.788055,138.898743,133.843689,142.236343,145.724121,147.486725,157.018402,148.290985,151.434204,155.90007,149.851364,147.015442,154.393982,164.083282,166.631119,171.620117,171.896225,192.092072,182.984924,180.717682,186.187225,190.637222,198.191544,204.621414,196.063263,184.364899,166.981476,178.425156,196.220123,205.694641,238.81723,243.328339,232.016418,215.490784,250.776764,257.710693
LLY,32.7279,32.3822,32.1959,30.8102,30.3003,32.4302,33.3104,33.059,33.6914,33.1062,31.9102,31.023,32.2258,31.5599,32.2321,35.4847,35.4345,33.7782,32.6962,34.9256,34.6698,32.9768,32.5064,32.7765,31.5487,30.9944,31.9672,29.8294,30.1243,28.8853,29.4797,29.4755,27.8201,21.3689,21.8945,25.8182,23.6063,19.0876,21.7059,21.3875,22.7726,22.8187,22.9834,22.3693,22.0818,22.737,24.8967,24.2053,23.8596,23.6105,24.9031,24.0436,22.8624,23.3574,24.8216,23.7328,25.81,24.8703,24.1153,25.104,24.9106,25.1116,25.5548,26.8918,28.3178,27.6187,28.1853,27.9871,27.5842,27.726,28.6125,31.417,30.0412,30.0374,30.822,31.6832,31.7186,33.2368,34.1043,35.1841,37.1426,38.0984,38.819,39.0406,42.4998,43.6644,45.3659,44.2396,42.8386,39.583,42.7983,41.7896,40.9197,40.505,41.226,41.8663,44.3372,49.384,48.7627,48.9615,49.9959,51.9252,50.9981,53.5155,54.6016,55.8477,57.7718,58.5096,61.0624,59.9358,62.0541,61.3878,67.8537,71.8011,72.6783,71.2454,72.4047,70.5706,71.4205,73.3531,68.861,63.1176,63.1263,66.2121,66.2133,69.4962,73.1497,69.0481,71.2772,65.5757,59.9959,65.7434,68.854,74.5155,75.6853,73.8406,72.0641,74.5366,74.8626,74.0936,77.9674,74.6861,77.6334,77.4683,74.7075,71.1601,71.4834,74.9019,79.1143,79.3841,91.9248,98.8278,100.3806,101.4377,111.5475,108.8021,112.6946,119.3745,122.6544,110.631,110.1968,105.3019,103.553,108.0018,106.912,108.9387,112.8388,126.3776,134.272,121.9142,134.0834,149.4713,148.5286,159.4339,145.9455,144.8091,144.448,127.3118,142.881,165.6301
LMT,42.0712,45.501,46.9122,47.393,45.4507,44.9805,49.9588,51.9785,54.1558,54.7033,57.1382,58.1616,61.3959,61.6605,61.5084,60.9505,62.4147,59.8888,62.6565,63.3002,69.2701,70.2597,70.927,67.4598,69.1645,66.4037,63.8942,68.2311,70.6911,63.7279,67.3904,75.4768,71.0885,55.1297,50.3704,54.9234,53.5908,41.5661,45.4652,51.7222,55.4595,53.4833,49.5774,50.1014,52.1728,45.9653,52.0265,50.76,50.2009,52.8122,56.5205,57.6547,54.7037,50.9938,51.4387,48.012,49.2275,49.2344,47.5066,48.8123,55.578,55.7883,56.6622,55.8517,55.4332,57.6178,53.8891,53.3276,52.2134,54.5567,56.9082,58.9107,59.9448,65.1053,66.173,66.6738,61.7104,64.9003,66.5325,68.6732,70.361,70.5796,71.1697,70.3993,66.2649,68.0008,74.5845,76.5704,82.6573,84.7115,93.8184,96.5136,100.558,105.1227,112.7219,118.2836,120.0739,130.2004,130.9544,131.6764,132.3536,129.992,135.0387,141.7993,148.9544,155.3028,157.3476,158.1772,154.7273,165.5455,167.9536,154.4154,156.9682,155.0498,172.7317,169.0285,174.1788,184.698,185.4799,183.7788,178.5739,184.0149,188.8841,198.1621,202.8296,213.0814,216.9966,210.0541,207.2444,213.0022,230.8814,217.5551,218.765,233.6069,234.5007,236.1219,247.958,244.8533,257.6601,270.9559,275.3034,273.4136,284.9123,286.6354,316.8123,316.4462,303.4181,288.0734,284.2126,266.9451,294.658,291.3238,314.5544,267.1748,275.1578,239.814,265.3213,285.3973,276.8652,307.461,314.2959,337.5055,336.2337,358.6449,364.2004,351.7075,367.347,365.7969,402.1906,349.7232,320.4874,367.8679,369.551,347.1747,360.5415,373.5658,366.8844,335.1524,351.8751,342.2154
LNC,39.643,41.2714,39.6866,42.5115,41.1208,41.3111,41.7685,44.7309,45.7478,46.9355,47.1431,49.2263,50.0781,50.8911,50.5629,53.3793,54.3922,53.2293,45.5059,45.9284,49.7683,47.326,46.7189,44.177,41.4367,39.0815,39.7621,41.4213,42.4999,34.9184,37.0768,39.4553,33.2758,13.5993,10.8305,14.8614,12.053,6.8431,5.3295,8.9671,15.118,13.7299,16.9163,20.1495,20.6844,19.031,18.2963,19.8695,19.6371,20.1164,24.5264,24.4463,21.1458,19.4116,20.8186,18.684,19.1237,19.5793,19.0994,22.2427,23.1059,25.4133,24.0674,25.0623,23.5536,22.8634,21.3026,16.6803,12.5645,15.3621,16.2733,15.6604,17.4393,20.111,21.3417,20.117,16.7871,17.7617,16.3463,18.9308,19.7216,20.277,20.2034,21.185,23.8082,24.2683,26.7904,28.0492,29.41,30.078,34.4732,34.7793,34.738,37.6754,42.587,42.8276,39.9718,41.7195,42.1689,40.5053,40.0461,42.9518,43.8802,46.0997,44.8769,46.0075,47.5786,48.4524,42.1423,48.6011,48.4494,47.799,48.239,50.109,47.8247,43.1288,40.3011,45.6231,46.885,42.8521,33.8294,31.3175,33.6065,37.4992,39.5705,33.4602,37.9404,41.7284,40.8162,42.8666,55.9737,57.8686,59.2052,61.5292,57.3986,58.0748,57.238,59.5282,64.6244,60.0248,64.9959,67.2895,67.9732,68.2574,73.82,67.909,65.1363,63.2821,59.3852,55.766,61.3147,59.0458,60.9186,54.4479,56.9627,46.4151,53.2694,56.9397,53.4607,61.1282,54.4675,59.0485,60.2025,48.7222,55.5772,52.3934,54.7774,54.7403,50.8775,42.3886,24.5796,33.511,35.8351,34.7581,35.6421,34.4754,29.9616,33.9438,45.6645,48.6527
LOW,24.4067,26.1849,24.7485,24.2375,23.9415,23.3226,21.8344,20.8409,21.6111,23.2501,23.2655,24.0292,26.0432,25.147,24.3281,23.6471,25.3958,23.7477,21.7323,24.0987,21.7401,20.9243,18.9945,17.6016,20.6424,18.7211,17.9167,19.7383,18.8058,16.2592,15.9923,19.3922,18.6445,17.1584,16.336,17.0161,14.509,12.5793,14.4931,17.1488,15.1627,15.4818,17.995,17.2259,16.7772,15.7445,17.5466,18.8178,17.4857,19.1494,19.5775,21.9781,20.0574,16.5484,16.9005,16.5256,18.1635,17.4803,18.5943,20.5438,20.4038,21.531,21.7449,21.6866,19.9434,19.2577,17.9394,16.5677,16.0773,17.591,20.0932,21.2397,22.5725,23.8766,26.4005,26.5954,22.5811,24.0347,21.5734,24.2179,25.7146,27.669,30.8392,30.3521,32.7748,32.7405,32.5431,33.1122,36.2924,35.2496,38.576,39.649,41.1979,43.2371,41.2394,43.0373,40.3578,43.6185,42.6333,40.1809,41.2048,42.0013,42.0812,46.1794,46.54,50.5203,56.376,60.7656,60.0495,65.6592,65.9251,61.2176,62.2133,59.5374,61.921,61.7513,61.5282,66.1629,68.6452,68.1434,64.4789,60.7627,68.159,68.6495,72.361,71.4941,74.62,69.4326,65.4875,60.7475,64.3021,64.8216,66.9292,68.1106,75.2908,78.0593,72.4403,71.2999,71.5731,68.3274,73.9219,74.3046,77.4831,86.3774,97.7075,83.5826,81.866,77.283,89.0775,89.6026,93.5842,102.449,108.1673,90.1418,89.3371,87.4343,91.5089,100.0069,104.1751,108.1227,89.1434,96.4351,97.4228,107.7992,105.6471,107.7568,113.26,115.6254,112.7373,103.3587,83.457,102.1968,127.1729,131.8266,145.8316,161.2853,162.4311,155.3562,153.1157,157.7243
LUMN,10.3829,11.2185,12.2184,11.7748,11.1439,11.623,12.0673,12.4779,12.4309,12.6095,13.3534,13.7018,14.0721,14.0438,14.2028,14.4731,15.5527,15.4363,14.4355,15.1202,14.5656,13.8817,13.4548,13.0856,11.6211,11.4222,10.5117,10.2619,11.198,11.2761,11.9993,12.4639,12.0407,8.2494,8.9558,9.2154,9.1513,8.8782,9.7468,9.4106,10.6931,10.8735,11.1178,11.4154,12.1692,11.7563,13.1435,13.3725,12.56,12.656,13.3799,12.8705,12.9535,12.8386,13.7289,13.937,15.5138,16.2687,16.9016,18.4549,17.2837,16.74,16.8904,16.5774,17.5571,16.7208,15.3478,14.9507,13.987,14.8908,15.8452,16.0311,15.9578,17.3455,16.9654,16.9259,17.2156,17.6733,18.5907,18.913,18.3932,17.4735,17.6829,18.1507,18.7678,16.0861,16.5544,17.7042,16.3392,16.9134,17.1526,15.8464,15.2634,16.4697,15.1921,15.7612,14.2815,15.4692,16.5324,17.5745,18.964,18.4886,20.0412,21.2124,21.1606,21.466,21.3798,20.7558,19.492,19.8538,18.388,19.1384,17.9782,15.8904,15.4686,14.6248,13.8604,15.5654,15.1538,14.1578,14.3041,17.2133,18.296,17.7178,15.8401,16.944,18.3633,16.5527,16.3324,15.8263,14.3142,14.4725,15.7383,14.7646,14.6669,15.9736,15.5256,15.1699,14.7824,12.8703,12.3351,12.3939,9.8937,11.311,12.0773,11.9823,11.4882,12.9916,12.7398,13.4303,13.5239,15.7734,15.6552,15.2417,14.3022,11.5255,11.6548,10.0344,9.3063,8.8638,8.305,9.3461,9.6084,9.244,10.1376,10.5112,11.9734,10.9157,11.2875,9.9737,7.9802,8.9588,8.5033,8.6763,8.3476,9.5106,8.9267,7.6262,9.4662,8.8321
LUV,15.1642,15.4539,16.5782,14.9471,14.8365,15.0897,16.5829,15.9695,15.3609,13.858,14.485,14.1295,13.9266,13.9492,13.5617,13.2388,13.2019,13.7598,14.452,13.9486,13.6624,13.1177,13.0624,11.2659,10.8227,11.3253,11.4546,12.2305,12.0643,12.0497,14.406,14.0777,13.4121,10.8887,7.9955,7.9721,6.5016,5.451,5.8582,6.4598,6.2377,6.2325,7.2698,7.881,8.8954,7.7835,8.5248,10.5958,10.5031,11.6619,12.2595,12.2224,11.5362,10.3068,11.1788,10.2553,12.1301,12.7704,12.3621,12.0507,11.0016,10.9831,11.7303,10.913,10.9873,10.6107,9.2542,8.0136,7.4744,7.9486,7.7905,7.9621,8.9108,8.3569,7.6683,7.7055,8.4035,8.5902,8.5623,8.3386,8.1801,8.2267,8.8889,9.5611,10.4668,10.9243,12.5967,12.8023,13.2415,12.0797,12.9607,12.0395,13.6842,16.1842,17.4718,17.7449,19.7322,21.1356,22.2766,22.8049,24.9562,25.4,26.7428,30.3291,31.9967,32.6694,39.6239,40.1567,42.8705,41.0297,42.0929,38.5392,35.2041,31.5037,34.4646,35.0058,36.284,44.1532,43.7621,41.1406,35.9431,40.0801,42.8786,42.6968,40.6581,37.6182,35.5075,35.4797,37.4134,38.5293,44.8402,48.0482,50.4294,55.722,51.9184,54.2942,58.0316,60.1344,53.7184,50.5752,54.2999,52.2436,58.8492,63.6156,59.0959,56.2188,55.794,51.4595,49.7549,49.7158,56.8293,60.0545,61.1812,48.1024,53.5005,45.6736,55.7753,55.0678,51.1623,53.4489,46.9144,50.2326,50.9745,51.9422,53.62,55.7247,57.2238,53.7659,54.762,46.0068,35.61,31.25,32.1,34.18,30.89,37.58,37.5,39.53,46.34,46.61
MAR,26.4204,27.1182,27.2387,29.0136,28.7198,30.3246,27.9858,30.0091,30.79,33.2842,35.9775,38.0765,38.4116,38.2281,39.116,36.1199,36.791,34.6021,33.2497,35.5463,34.8449,32.9532,30.0595,27.4544,28.8842,27.3902,27.599,27.6073,26.4885,21.1881,20.9216,22.7788,21.1314,16.9035,13.6706,15.8364,13.2798,11.5293,13.3923,19.2863,19.1226,18.1334,17.6979,19.7116,22.755,20.6683,21.2848,22.5509,21.7068,22.4682,26.1231,30.4659,27.7556,24.8431,28.1373,26.5644,29.7647,30.7782,32.6484,34.5885,32.8815,32.723,29.6935,29.4598,31.6409,29.6994,27.1973,24.5884,22.8753,26.4527,27.3567,26.0612,30.7785,31.6116,33.9143,35.0254,34.8018,35.2423,32.743,33.9942,35.2753,32.9116,32.8622,33.7496,36.2036,35.8419,38.3676,39.1217,38.3194,36.8235,37.9181,36.6317,38.5279,41.2943,43.2294,45.3725,45.3256,50.0167,51.6677,53.4293,57.026,59.3211,59.8857,64.4146,64.8786,70.3084,73.3201,72.6129,69.3279,77.5187,74.9254,74.6735,72.9774,69.6088,67.9432,66.3469,64.037,72.0933,66.8103,63.1641,57.7371,64.4521,67.3177,66.2869,62.7418,63.1408,68.1191,67.7676,64.241,65.5481,75.4574,79.1929,81.0319,83.6062,90.5165,90.7472,103.7969,96.7197,100.4608,100.1957,106.6575,115.5762,123.1682,131.6348,142.8945,137.2709,132.1868,132.8673,131.9742,123.4333,124.6423,123.7152,129.1541,114.3439,112.9236,106.5721,112.4328,123.3786,123.2013,134.3603,123.4314,138.7071,137.491,125.1038,123.4266,125.5901,139.7991,150.8249,139.5003,124,74.81,90.94,88.5,85.73,83.825,102.91,92.58,92.88,126.87,131.92
