Symbol,2006-01-31,2006-02-28,2006-03-31,2006-04-28,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-29,2006-10-31,2006-11-30,2006-12-29,2007-01-31,2007-02-28,2007-03-30,2007-04-30,2007-05-31,2007-06-29,2007-07-31,2007-08-31,2007-09-28,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-30,2008-06-30,2008-07-31,2008-08-29,2008-09-30,2008-10-31,2008-11-28,2008-12-31,2009-01-30,2009-02-27,2009-03-31,2009-04-30,2009-05-29,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-30,2009-11-30,2009-12-31,2010-01-29,2010-02-26,2010-03-31,2010-04-30,2010-05-28,2010-06-30,2010-07-30,2010-08-31,2010-09-30,2010-10-29,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-29,2011-05-31,2011-06-30,2011-07-29,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-30,2012-01-31,2012-02-29,2012-03-30,2012-04-30,2012-05-31,2012-06-29,2012-07-31,2012-08-31,2012-09-28,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-28,2013-04-30,2013-05-31,2013-06-28,2013-07-31,2013-08-30,2013-09-30,2013-10-31,2013-11-29,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-30,2014-06-30,2014-07-31,2014-08-29,2014-09-30,2014-10-31,2014-11-28,2014-12-31,2015-01-30,2015-02-27,2015-03-31,2015-04-30,2015-05-29,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-30,2015-11-30,2015-12-31,2016-01-29,2016-02-29,2016-03-31,2016-04-29,2016-05-31,2016-06-30,2016-07-29,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-30,2017-01-31,2017-02-28,2017-03-31,2017-04-28,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-29,2017-10-31,2017-11-30,2017-12-29,2018-01-31,2018-02-28,2018-03-29,2018-04-30,2018-05-31,2018-06-29,2018-07-31,2018-08-31,2018-09-28,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-29,2019-04-30,2019-05-31,2019-06-28,2019-07-31,2019-08-30,2019-09-30,2019-10-31,2019-11-29,2019-12-31,2020-01-31,2020-02-28,2020-03-31,2020-04-30,2020-05-29,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-30,2020-11-30,2020-12-31
US T-bill 3 month,4.34,4.54,4.63,4.72,4.84,4.92,5.08,5.09,4.93,5.05,5.07,4.97,5.11,5.16,5.08,5.01,4.87,4.74,4.96,4.32,3.99,4.00,3.35,3.07,2.82,2.17,1.28,1.31,1.76,1.89,1.66,1.75,1.15,0.69,0.19,0.03,0.13,0.30,0.22,0.16,0.18,0.18,0.18,0.17,0.12,0.07,0.05,0.05,0.06,0.11,0.15,0.16,0.16,0.12,0.16,0.16,0.15,0.13,0.14,0.14,0.15,0.13,0.10,0.06,0.04,0.04,0.04,0.02,0.01,0.02,0.01,0.01,0.03,0.09,0.08,0.08,0.09,0.09,0.10,0.10,0.11,0.10,0.09,0.07,0.07,0.10,0.09,0.06,0.04,0.05,0.04,0.04,0.02,0.05,0.07,0.07,0.04,0.05,0.05,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.07,0.02,0.02,0.13,0.23,0.26,0.31,0.30,0.23,0.28,0.27,0.30,0.30,0.29,0.33,0.45,0.51,0.52,0.53,0.75,0.81,0.90,1.00,1.09,1.03,1.05,1.09,1.25,1.34,1.43,1.59,1.73,1.79,1.90,1.94,1.99,2.07,2.17,2.29,2.37,2.41,2.42,2.44,2.45,2.43,2.40,2.22,2.15,1.99,1.93,1.68,1.57,1.57,1.55,1.54,0.30,0.14,0.13,0.16,0.13,0.10,0.11,0.10,0.09,0.09
